income,age,loan_amount,credit_history,approved
6220.275826054505,33,8880,2,1
3153.703525349067,21,6075,0,1
5341.189901906194,28,8230,1,1
6960.714131423642,56,2531,0,1
2588.7751481581586,39,3990,0,1
5276.950787798456,45,8155,1,0
5389.824191372635,48,5493,1,1
6172.734307665965,20,1933,1,1
3144.5739336828774,54,2460,1,1
3019.3150803735853,25,3723,0,1
5782.912348425347,56,1285,1,1
5445.477009849779,24,1264,1,0
5375.739275518815,52,7816,2,0
5519.672314245464,33,2762,1,1
3979.962917632264,31,1040,1,0
5348.380545741506,39,6827,2,0
5439.608709948022,43,9259,2,1
3928.472872960449,53,1987,0,0
7798.661766717135,44,8804,2,1
5710.749381367681,48,8789,0,0
3213.044754196027,58,6717,2,0
5984.830412950745,50,4198,2,0
3537.977494659018,42,6374,0,1
6180.626905613678,57,5790,2,0
6737.893368511106,39,8183,0,0
3768.976522472434,42,3524,2,1
6445.064193866483,35,3479,1,1
5619.171390404747,27,6154,2,0
6233.090239991735,40,1778,0,1
7845.189473980921,20,2492,2,0
4631.917825995694,27,1660,0,0
3869.3957534637657,48,2348,0,1
3665.728355561715,51,8851,1,1
3776.2845725518423,57,8156,1,1
4884.347435878844,24,3044,0,0
5511.727962224966,41,8368,2,1
5415.036198995029,53,4516,0,0
6240.774873554035,20,5577,0,1
5019.502837816861,45,1727,2,0
7180.301115735975,29,8468,2,1
4603.014750143066,49,1342,2,0
9080.253749884429,37,2447,2,1
5938.501021647509,36,7581,0,0
3714.263665375576,45,7317,0,1
3393.661252908332,27,1526,1,1
5723.708622864778,59,7748,0,0
4664.805822011223,31,1405,2,1
6071.0007411381375,46,8986,1,0
5709.856436860317,27,4740,2,0
4890.756631014691,44,2846,0,1
3729.809422897392,23,2478,1,0
2727.729162971203,52,1771,2,1
4330.227571899468,20,6525,1,1
6284.598191485208,38,9770,1,0
5321.1406161953055,50,1193,0,1
3131.3918319320182,35,3007,2,0
5259.771388776773,33,2185,1,0
5577.976069593256,24,3394,1,1
3674.2138456983,45,5005,2,1
5230.587658918292,47,8429,1,0
5087.313077669,21,3261,1,0
3285.544553254065,25,4736,1,1
5536.681040522425,28,7716,2,1
5841.176789552352,52,5875,2,1
6624.576864762916,44,9921,2,1
6580.703078052355,32,5378,2,0
2933.495948064364,28,8815,0,1
3593.262440127316,32,4451,1,0
5772.55290081299,50,8616,2,0
5770.678926368313,30,3800,1,1
5772.571529459072,23,9333,1,0
10779.09723598208,53,6410,0,1
5856.335766039751,57,2455,2,0
6703.348460270899,23,7892,2,1
6431.002645239803,57,6808,1,0
5977.086876958697,38,7796,2,0
4527.096133039481,25,5796,1,1
6138.453830739902,53,6093,1,1
3840.7621781936414,37,2325,0,0
4644.772089889987,32,5976,0,0
4271.954678256345,42,2159,0,1
5122.811209079484,38,5650,1,0
8471.987850010264,30,5987,2,1
2199.102211112378,20,5697,0,0
6029.390285561771,43,1340,2,1
2580.9261932155227,26,4828,0,0
4292.10220131585,44,2968,0,1
6633.42589545105,40,1703,1,1
5096.420028643194,34,6482,0,0
3383.382833106041,20,7376,0,1
3927.044436110048,31,2800,1,0
6019.396623402014,26,6463,2,1
3904.450052424295,34,5912,0,1
5324.687884372962,40,5648,1,1
5068.35775985572,38,1855,0,0
4022.5994785912735,48,3866,1,1
8215.916133987988,44,1182,2,0
5950.878533477016,52,4112,2,1
1962.2861200135892,51,6670,1,0
5279.681472154141,54,5492,1,0
4007.320302847418,57,6823,1,0
6278.650002194336,45,2517,2,1
3811.218892350949,30,6002,0,0
4827.895337799651,54,2356,2,1
5757.4809184706855,27,4629,1,0
6298.632791255182,33,4628,1,0
3199.555389416336,29,9210,2,0
4498.248146238578,21,7132,1,0
4287.582033258565,28,7588,2,1
4020.006151139432,22,4311,1,0
7648.181360421646,40,7048,0,0
5607.472566441434,45,7246,0,1
3108.674068497432,27,1987,1,0
6376.792920582164,21,4321,2,0
8183.23429551895,25,5615,0,0
6548.69789082672,47,9365,2,0
2720.94505106898,48,4741,1,1
4273.648890700623,45,4052,2,1
6900.366723779935,44,7574,0,0
3938.495801571829,31,1726,2,1
5665.729142219343,24,4760,2,1
6161.951080144005,53,6806,1,0
3609.604292632876,56,2875,1,1
4910.7119659073,34,7993,1,0
138.09898989639078,55,5033,0,1
3463.418537998565,34,6443,0,1
4621.14777291026,42,1989,1,1
3128.325227052725,25,4744,1,0
7448.6169558974525,40,9611,0,1
2854.787933059051,42,1593,0,0
4339.933269954525,35,2774,0,0
5196.110865929137,34,1935,0,1
7161.909933599173,44,4808,1,0
2846.206773230841,55,1331,0,1
6744.745628232439,30,8922,1,0
5015.349591529381,34,3702,2,0
3527.7370234280734,23,6889,2,1
5693.1552113949065,40,6054,0,1
5298.589543360205,32,4868,2,1
4099.674684261808,41,5200,2,1
5104.703127485029,38,1201,2,0
4422.02960470736,53,3497,0,0
5170.276017876872,33,2842,0,0
5993.19601178157,23,5658,2,1
7379.025224218029,46,8544,1,0
3143.2767517597267,48,8718,2,1
8199.5500619844,47,1770,0,0
2071.868300716247,54,4155,0,1
4772.322357446625,27,2628,0,0
5882.475809726865,35,1386,2,0
5421.487801602549,55,7031,1,1
4065.950720269109,49,7439,0,0
4687.816624464087,37,7401,0,1
4260.498598011751,21,5008,2,0
4115.952864583683,32,3466,1,0
6274.403145531537,23,3282,2,1
5535.523228947571,45,2856,0,1
3960.6356071090186,44,8980,1,0
6349.399813149876,49,2998,1,0
5460.949281314914,30,6476,0,0
6219.29317825844,26,5669,1,0
5944.443262885418,50,5318,1,0
3756.507483616892,29,8064,2,0
4159.728439704546,58,8446,0,1
6120.940407684893,32,2431,0,1
5915.555398150197,50,6624,0,1
4968.647609053778,26,8461,0,0
5175.991074963173,55,2819,0,0
6916.497343682638,39,2130,1,0
4112.642916746255,23,7563,2,1
5820.646071755057,26,3658,0,1
4696.711021349159,20,4500,2,0
4673.478195159169,32,9566,2,0
6648.165277980785,41,3120,1,1
6238.124523482045,40,5020,0,1
6220.264454000958,41,4259,1,1
6958.218210731494,47,2823,0,0
5031.505762449138,28,2474,1,0
6022.9294569424455,45,3242,2,0
4534.599865109816,28,4243,0,1
5486.249528732663,34,7990,2,1
4804.785418448473,29,6160,2,0
5145.493947489077,43,4134,1,0
5892.735538155371,27,3070,0,1
3772.668975149792,43,1359,2,0
8138.580913528191,35,2141,1,1
3490.973927750447,45,2635,0,1
3178.717080818402,46,5000,0,0
6737.166310250102,56,4361,2,1
6187.494040944404,23,7583,0,0
5936.179725578233,43,8835,2,1
5942.51826389642,38,1006,0,1
4981.629840729628,55,4267,1,0
3654.118442771253,58,7564,2,1
5113.70683729059,29,5928,2,0
3984.257432731833,44,3606,0,0
6462.679600126627,37,6906,0,1
4779.413927746792,38,4273,2,0
3761.7542048112327,55,8611,0,0
4517.92123752051,29,1913,1,0
5619.397181413437,52,3011,0,0
4154.413170794038,24,2442,1,0
3766.669406650353,54,6546,1,0
5365.530817237868,53,2829,1,1
5367.449856663085,52,9767,1,0
4239.585236943305,40,7468,1,1
4293.442541572516,36,1929,0,1
5348.074906036454,41,4699,1,0
2827.8734877540137,56,2054,0,1
2888.804338435167,34,6744,1,1
3922.333668121346,54,2900,2,0
4679.829272432229,47,7980,1,0
5466.361348397007,26,8069,2,0
7213.034325424328,51,4415,1,1
6286.489434803029,30,1442,1,1
4760.09220505486,29,7218,1,0
4971.475688145967,28,5652,2,0
3496.2059530432866,33,8939,2,1
4972.230296011415,32,8833,1,1
4567.012041619792,44,8597,0,1
5484.077840507134,21,5458,1,1
3759.153584671516,54,7591,2,0
5779.019771361758,26,3309,1,1
7299.108369503867,40,7268,2,1
4836.859777314714,37,1910,2,1
5602.567583148412,22,5340,2,1
6035.215987566668,58,5009,1,0
4398.169292171246,30,7628,2,0
5336.138722715625,58,3169,2,1
5018.888601172693,43,3172,1,1
5146.514147823247,38,6668,2,0
3840.4853242168,23,7313,1,0
5036.765261388414,45,9315,2,1
5746.997436868174,57,9036,0,1
7176.715411692563,51,7789,0,0
6438.90623912781,58,1785,2,0
8229.773686267334,55,7139,0,0
3848.9786556679255,59,7344,1,0
6308.480955081017,56,3416,0,0
5275.013008607528,52,9988,2,0
8284.704399826509,55,5154,2,1
3787.552571967273,22,6619,1,0
3740.417236728836,28,2936,2,0
4100.911031833966,27,4807,1,0
1814.1564135352896,52,8151,0,0
4211.367467478858,25,4236,0,1
3861.301007669453,58,3352,1,1
5225.590679714312,23,2932,1,0
5512.633963665739,32,9556,2,1
7814.256258823829,21,5916,0,1
6425.635757279075,24,6498,1,1
4134.644516506395,46,1946,0,1
3652.377992977463,51,2439,1,1
5737.878757259759,40,8730,0,1
3019.650189469037,27,5857,2,0
7747.188148781531,57,1340,0,0
6769.16018108193,27,1382,0,0
4296.236521842943,22,9491,0,0
2430.298206363684,22,1138,0,0
7030.808561248119,41,1358,0,1
4828.190232121073,25,5931,2,0
6856.724467960193,21,4456,1,0
2608.3585118084493,42,2627,0,1
4100.937465569341,21,7626,2,1
5007.865549577275,57,6004,0,0
5070.470890647113,36,7652,0,1
4324.901792781135,54,7416,1,1
5934.274898521248,53,4170,0,1
3398.5693559261085,42,4835,2,1
4786.430772468059,49,9017,2,0
5180.443447567848,27,3151,1,1
5771.658251088124,41,7905,0,0
6067.422317133334,55,3834,2,0
3313.036862243196,24,3567,0,1
2698.8287438965667,32,2307,0,1
6916.515232847763,48,9848,0,1
5498.471017969388,50,3660,1,0
3877.2701951651698,35,4730,0,1
7326.727963283784,49,7207,2,1
5173.511951439288,35,4162,0,1
6768.945776095739,31,2140,2,1
5101.277722115164,36,9458,0,1
8091.121887322981,35,2708,2,0
7633.011263664806,31,4630,2,1
4626.55377728139,27,4211,0,1
6457.356426431534,39,7538,0,1
5968.063924377721,22,1475,2,0
7052.947336298523,35,8684,1,1
3552.6148091298437,49,2207,0,0
6029.077189997659,42,2960,1,0
6587.636730274382,47,1557,0,1
2361.8907703653285,59,1882,0,1
3225.112231001337,24,5761,0,1
1941.151733359849,39,6867,0,0
4595.889748333163,59,7963,1,0
6076.313383693943,20,8166,0,0
7253.535578144042,49,8929,2,0
5111.142170629662,40,6347,2,0
7442.923318356938,39,8269,1,0
2929.847812677663,25,9125,0,1
2444.926340967268,41,3454,2,1
4916.678451655072,37,5494,1,0
5576.098173408961,27,2946,0,1
4950.95787785886,58,3808,2,1
1898.836849940185,51,7642,2,0
4866.3199407308175,52,4825,1,0
3043.2957492427204,35,4536,0,1
6004.508823245058,31,7068,0,0
5549.897369145272,57,4802,2,0
3590.1803205089677,53,5699,2,1
4229.199623994959,33,2970,2,0
3411.1797171665726,55,6806,0,1
4905.981354090242,52,7142,1,1
6432.713480751858,42,3819,1,1
3521.410930496684,21,1364,0,1
5756.069773276767,40,5258,1,1
4204.613572441339,21,4119,2,0
3810.690751606484,46,2863,1,0
4839.454460068163,28,1115,1,0
3447.136516370939,20,8084,1,0
4169.526041979227,30,9016,2,1
3203.183161116727,22,3384,0,1
7947.087699374584,42,4935,2,0
5052.895327957593,45,8742,0,1
3950.4117380111215,23,6442,0,0
5320.969866101333,37,3490,0,0
4831.507925463755,25,7980,1,0
4668.545600700166,54,8661,1,1
5921.250050065138,41,2724,0,1
6136.261565070958,34,9182,0,1
4204.2482785842085,41,3767,1,1
4136.27263903298,56,2137,2,0
4587.422454272534,31,5117,0,1
1547.1182528966228,57,4420,2,1
2727.213406702172,37,6845,1,1
7050.311401166788,54,5778,0,0
7467.451570251926,49,4906,2,0
4626.445940665432,43,4637,2,1
5864.835444583649,49,3953,2,1
5466.875231815304,33,6929,1,1
9618.321212682857,25,1276,1,1
6679.362367151865,22,2999,2,0
4808.123612778851,35,2227,2,1
3566.6893390993614,26,7337,1,1
2590.330519613641,33,4735,2,1
5305.195453800835,28,1695,2,0
3865.4738820735447,34,5152,1,0
2866.619435603489,40,8901,2,1
4030.14067363621,54,8470,2,1
3377.6779945784074,21,8537,2,1
7530.712452608847,46,3841,1,1
6322.459635424176,21,5208,2,1
4988.041038025074,54,9733,1,0
7219.916208335038,37,2088,1,0
5116.052461471428,33,4363,0,0
3708.073698007605,39,1024,0,1
7284.686115904486,37,7144,2,0
5808.3650655269885,29,6668,1,0
3444.130768510316,44,5236,0,0
4714.491982874588,21,9068,2,1
3686.572619922864,44,3235,0,1
2925.800403553496,52,8295,0,0
6389.266321297462,55,9392,1,1
7864.124960705196,50,9448,1,0
2902.148639271288,33,4747,0,0
5844.453855035857,20,4175,0,0
4024.0361463172594,35,5897,1,0
4269.311924352956,22,6037,2,1
4111.409113641696,54,8427,1,1
3704.013845480276,25,9605,0,1
5072.78244191724,44,3014,2,1
3753.574825383444,32,2381,0,0
5405.685238669758,53,2098,2,1
4924.642835826295,27,4426,0,0
4641.5779297003855,40,4655,2,1
3638.6545069376034,53,8938,2,1
4134.843004147501,23,1187,0,1
6133.0868387386345,44,6409,2,0
5751.375781436571,34,3092,1,0
3533.667132802173,23,3130,0,0
5148.998458143838,31,6242,1,0
6127.080685057684,51,9549,0,1
2495.8920783179424,51,6647,2,0
5815.040288569902,47,6185,2,0
4006.06436158123,32,6776,2,1
5855.898002889739,50,8913,0,1
3855.111265186225,33,8547,1,0
2292.6768490032214,39,8823,1,1
2558.686343175256,37,8355,0,0
5072.127419992073,48,7465,0,1
5389.583752582223,25,2497,1,0
3643.525062343387,51,3555,1,0
5957.888688166061,48,6409,1,0
2507.71990659656,21,3951,1,0
4900.880302029025,42,2238,0,0
3183.475700356315,38,5727,0,1
4022.245838296761,50,4965,2,0
5071.098006974621,24,6686,1,0
3709.3799520740713,38,4701,2,0
4423.166683655262,53,3780,0,0
6509.439213821661,29,8398,0,0
4134.6621957152765,44,2588,2,1
6253.5381680977125,21,3368,1,1
3305.439718013573,30,6789,1,0
5794.706266872924,50,1436,1,1
7162.35293098685,34,3828,1,0
1292.533249809066,28,2556,2,1
3804.657116794285,42,8570,2,1
5865.60819077081,38,8480,0,0
4695.431920935511,28,1182,1,1
5556.718810056963,54,8190,1,1
4094.022219926269,40,7687,1,0
5129.88468120935,28,6565,2,0
4766.484146911881,47,8241,1,1
6751.673092489711,26,8651,2,1
5381.63126495182,35,6575,1,1
5506.403993112804,35,2589,1,0
4382.184550816299,52,9851,0,1
4268.59066389126,23,1159,1,1
4351.162718270569,23,7555,1,1
5591.678213567446,58,9244,0,0
4368.523278769606,59,7846,2,0
5434.66228534462,36,3307,2,0
8113.101197968159,56,2228,1,0
6306.687055147539,58,8226,2,1
4510.964701748238,48,6590,1,0
6801.820883245917,55,7919,0,1
4387.886940467673,57,6585,0,1
1942.8131972332196,58,7046,1,1
3487.8705336238936,56,5945,0,1
2193.8121184612164,54,8927,0,0
4472.729773938037,26,8016,1,0
5027.627568784327,46,8758,1,0
7514.655968412924,47,6086,0,0
5490.391060646244,41,8161,2,0
4671.349206786704,33,2884,2,1
6244.1083717752335,26,2809,1,0
1683.297036488172,56,4167,1,0
5353.4218371628485,41,7352,2,0
6156.29779083045,24,7056,0,0
2782.1206313302378,21,3437,2,1
6715.631064810394,46,7468,2,1
5507.744611241621,40,6951,2,1
4377.068129148798,57,6276,2,1
5949.172799159427,34,9859,1,1
8406.039286706593,40,8818,1,0
5272.799382587743,29,5728,0,1
5372.330879450504,42,3624,0,1
4310.958650689634,58,6738,0,1
3725.233445802812,24,5232,0,0
6245.503724816368,20,6793,2,0
3715.8742611366993,32,5523,1,1
5107.349355829088,40,6571,1,0
4283.513829852325,45,3224,0,0
5718.469738619588,40,9389,0,1
5500.493157930422,37,7091,2,0
6556.309916386848,56,9662,2,0
4234.975401717879,51,7361,0,0
4595.187597059943,55,2948,1,1
3531.854426326539,36,8094,1,1
4333.560109885832,54,7318,1,1
5565.950739567278,30,4796,0,0
6135.482924968028,40,1234,1,1
3616.752013733562,45,4607,2,0
6304.40888015849,23,9043,2,0
7033.456788207426,53,1522,0,0
5620.152354835551,37,6904,2,1
7815.193718837099,59,5888,0,1
3839.31620134464,54,6832,1,1
3133.017945032874,48,8122,1,1
2331.919626643582,48,6842,1,0
7244.066467233774,57,2316,2,1
5981.548484531087,40,2124,0,0
4916.622993634317,32,6621,1,1
5419.95293947973,36,6423,0,1
3311.766429052436,28,3587,1,1
8668.627969425239,20,6672,2,0
5193.831772962842,21,2378,2,0
5164.092191907339,48,4374,0,0
6088.649935848038,52,2519,2,0
5721.51384760507,29,6777,2,0
5335.826036418697,59,8935,0,1
3814.288316832032,40,7093,1,0
5707.202535703994,47,9418,2,0
7823.03674471255,30,6355,0,0
7018.130069232467,53,5968,2,0
7389.779939959095,27,6574,2,1
4233.176485353222,41,5072,2,0
3515.592769612129,27,3257,2,1
4811.319619850528,34,9588,0,1
5083.587368433042,36,5424,0,1
6641.287277706423,42,4237,0,0
2461.303055427771,43,4893,2,1
7294.32547919092,38,3005,2,0
4762.988152131516,24,3016,2,0
4359.67839507887,51,2772,0,0
3481.8434371097487,20,9353,2,0
2517.714992201346,42,4976,1,0
6234.755875942872,56,2751,2,1
5109.976950782606,27,9967,1,1
3065.058650388419,32,8430,2,0
3057.381841904576,27,8170,0,1
4496.322951064808,42,7469,2,0
7503.532287934089,20,4220,1,1
4610.612972954593,43,1539,1,1
2745.2855703228406,54,2461,2,1
4631.385403871083,43,6184,1,1
4590.914645378494,36,9547,1,1
954.6700355876424,24,1234,0,0
4918.557700223281,39,2548,2,0
4653.598204686983,40,8480,2,1
6044.309547220128,59,5213,2,0
7773.434142418018,50,2673,1,1
6689.847544321636,55,7708,2,0
4596.6669641677545,30,8982,2,1
3340.211136887495,34,3100,0,1
8860.039704874791,38,4748,0,1
5088.827651021732,26,4173,0,0
5020.89393786942,47,2815,1,0
4963.812369334995,24,4841,2,1
5297.127141151783,24,9016,0,1
4783.459382114086,49,8011,0,0
4139.506989679646,51,5493,0,0
4179.711588139412,27,1674,2,0
4950.870094676003,29,9088,2,0
4184.862843299353,57,9578,2,0
3930.7313259842535,51,3158,1,1
5159.6453415378455,47,3661,1,0
4617.534173868717,36,3064,0,1
7255.989482874033,50,4253,2,1
1023.5452874104822,27,5979,0,0
6637.260277883693,59,8703,2,0
6869.127788746444,44,9931,2,1
1889.914651387776,28,2401,2,0
4485.968608879477,21,4259,1,1
4442.8387010063125,34,4923,1,0
2888.732457923268,22,5214,2,0
3833.274968613687,55,4227,0,0
3334.136231801257,23,3745,2,1
7628.405665135434,33,7091,2,0
6403.517589721192,44,4866,0,1
6907.332642491238,29,6818,2,0
6082.508096064853,40,3222,0,1
3306.422343174156,55,3792,1,0
4213.21960058034,31,5063,1,1
5734.061841841877,46,2524,0,1
3166.8082866620816,59,9224,1,1
6069.4976452585815,21,7198,1,1
4639.511902762797,32,5025,0,1
4437.768788675604,51,3566,1,1
6066.439952305237,50,3803,2,0
5666.39496722906,35,4709,2,1
4458.55075127138,51,7155,0,1
6738.9947050463725,51,1719,1,1
3378.4050086001544,53,7516,2,0
5923.903410416396,30,5579,2,0
5889.651886952575,29,1972,1,0
4535.680341029015,34,4718,1,1
5489.199533363177,36,8395,2,0
3123.3296354220456,59,5402,2,0
6386.040528810352,37,5552,0,1
4722.646795335517,28,3207,0,1
4215.915469221441,44,5426,2,0
6573.513838755334,59,7919,0,1
3943.484464185861,33,9835,2,1
2887.3080554546605,44,9386,2,1
2665.0562397141443,41,9680,0,1
5909.014927018459,49,3204,0,0
3079.3559712555752,39,6345,1,1
7632.191272976546,40,4276,1,0
1877.105888174417,51,2102,1,0
7544.684552435057,40,6243,2,0
5316.526200803928,54,7614,0,0
4854.930332194412,51,9707,2,1
4182.621369786575,49,6223,0,1
5598.704171528107,58,9584,2,1
4943.547946362727,31,1630,1,0
6654.952823024782,37,7683,1,0
5171.341472993059,40,1277,1,0
5225.452642192817,32,1232,2,1
4454.581681679216,40,6690,0,0
4914.581564418399,27,8659,0,1
5461.702653338089,59,1025,1,1
2434.747411015061,26,8468,1,1
2977.7218668414307,42,7410,1,1
6114.896141034073,51,9652,1,0
5256.298157191913,30,4764,0,1
4724.024995470982,41,7599,2,0
5027.650899598089,41,6102,2,1
5521.372558042506,44,8006,2,0
4190.360479535958,41,4483,2,0
3832.542911896531,47,2994,1,1
5293.767882646523,48,9682,1,1
3532.440833577452,32,2072,1,1
5612.379133571708,37,7707,2,0
2446.124593643239,21,1215,1,1
6543.733455988466,48,8605,1,1
5708.896223619565,40,3606,0,0
5384.044601470813,34,9350,0,1
6474.03647591827,46,5781,1,0
7498.2116666938655,50,4313,0,1
6521.555097527195,34,8763,0,0
2238.688653002532,42,6939,1,0
3080.6345498964474,43,3295,1,1
4062.7721334564817,32,6685,1,0
5039.136575316251,41,2696,1,1
5776.488530703685,56,2946,2,1
3911.384280269802,52,3783,2,0
5280.150146715618,22,4644,1,1
3866.925601470016,38,6241,0,0
4082.7232955120776,42,7420,1,0
2890.0083547276668,48,8557,1,0
3615.150130833644,49,3645,0,0
2972.4730915754994,58,7589,2,0
3536.190120534001,44,7353,1,0
6580.462694911759,56,2932,1,0
3575.901666752085,27,2757,2,0
8948.573097256087,35,6085,2,1
5739.976851321334,27,6637,0,1
5277.254185542311,20,2116,2,0
3712.46332972818,24,1492,2,1
6050.464819113488,22,9811,2,1
4136.543260643339,20,8888,0,1
5183.014721968042,23,7474,2,1
8840.126807403192,59,5958,2,1
4855.910150413025,54,3743,0,1
6723.909989428514,51,8866,2,0
3945.235362311169,53,8160,2,1
4947.517264254558,44,6451,0,1
7656.200953453264,29,6258,1,1
4059.549413318349,40,9548,0,1
7718.672836995393,58,8186,2,0
6061.627903183213,46,7102,2,0
4156.299836158599,46,1619,2,0
5948.611608583282,21,1882,0,0
6458.831674440095,32,9988,2,1
5932.714943325795,28,4642,2,0
2644.6629201643154,55,2296,0,0
3909.294236262697,41,9436,1,0
4628.722046672743,45,3895,1,0
4888.349856349931,31,7593,2,1
5931.008146326017,36,1929,0,0
5266.551501399881,33,6366,2,1
2996.983461934848,33,9711,0,0
5570.296776508945,53,4212,0,1
5915.878617925735,39,3409,1,1
5839.68567189656,30,9199,1,0
6621.171088331933,35,4423,0,0
6250.883231823356,50,7976,2,0
5688.770118842655,25,8594,1,0
4894.75143281203,38,6158,2,1
2508.5585997260127,56,4667,1,1
5644.427328698879,23,6973,1,0
5311.531530744667,23,7236,2,0
5407.368255793061,39,9277,1,1
3084.877136269536,29,3468,1,0
3378.4151893876065,43,7217,2,1
6579.729279999356,54,4619,1,0
4940.667269215018,45,2636,1,1
6022.2510460589365,56,9155,1,1
5042.477564195692,57,4583,2,1
5044.634209243618,40,5009,0,1
6407.425708963997,59,4326,2,1
4225.93290767394,58,9148,0,0
5144.181165411475,40,3217,1,1
4306.587066942437,29,5967,0,0
4348.255658851526,57,3369,2,1
4536.241814797041,23,4638,2,1
5333.200657450569,39,6722,1,0
4281.877067504784,36,5444,0,0
6883.634188360281,26,8618,1,0
3658.089046670744,23,4947,1,0
4719.692533757961,48,2676,2,1
4340.403412588737,33,2196,0,0
7170.466826530599,22,3787,0,1
5294.832164767362,43,8432,0,0
6547.766809202953,56,8927,0,0
